sex,age,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Female,5,105064.0,108850.0,115026.00056410467,116329.94495640945,119372.68223351425,122351.9665197047,125337.52380952382,121496.0153036617,117521.38999630504,117584.50065325701,118571.32379709042,116521.08592180329,115354.11084173643,115818.79001096901,116179.76303328648,116465.04333939761,116823.51956115189,117213.7518881739,117567.49719161085,117869.70666133804,118166.44408014361,118463.83111717181,118752.27896370729,119077.76606124843,119454.4598245624,119882.30980339381,120368.9266226058,120919.80487189806,121540.98392215406,122229.01450608787,122977.4341992418,123776.29093682225,124675.9032736037,125627.67767234007,126682.59371205326,127626.95581146644,128290.35949994603,128859.39618767344,129321.88591969387,129677.3408720818
Male,60,65420.0,65838.66666666663,67754.76190476186,69170.9523809523,72647.0476190476,76467.14285714283,78158.66666666663,81469.5000611662,84238.49590914263,87118.78925941428,89618.14332283463,91381.44851399041,94464.01834417865,97797.03799339582,98361.80052045823,99767.83194952348,101089.52732869462,100951.41935346465,100382.53806409918,101717.17303660083,102876.83844002282,103606.9538761857,103156.75357088126,102291.42707028646,103266.53508735064,103959.76119152205,105948.2030611319,108588.9779016676,113135.31107996905,116636.72327700502,118212.12782575321,117106.73417294142,118681.3545784058,119771.82566619324,122304.1982652724,121843.76830977426,120982.1564496184,122646.71941771789,121337.74181858465,121742.45513656522
Male,26,165006.0,162840.57142857142,157231.14285714284,160719.71428571426,158258.0952380952,157532.3809523809,153134.0952380952,150033.15439152624,149145.93665629323,152905.1271523736,152502.60502007644,154727.05310768646,154957.2672096832,153660.48944788057,154241.55350385624,153767.2672105346,152763.80823101205,151833.62077028444,154642.09804318246,157072.06945796823,159575.6894984945,162572.54972222407,166170.24118872138,170218.44985617246,170413.80200069622,172779.8620920726,175427.431477628,176488.77444352684,173696.64658595592,171629.332758623,171266.7962449172,171879.12818800742,169340.75807339768,169222.30750192498,169504.39896639087,169708.8639589469,169859.90783587226,170075.6461391016,170316.97613585606,170533.75522542023
Male,63,66074.0,63394.28571428565,62674.380952380874,62694.476190476096,63209.142857142826,65235.23809523805,66455.14285714283,69428.3090814222,72588.3194609578,74003.98386847229,77107.16341374388,79666.75992660882,82330.95175106506,84700.984926339,86359.83166800565,89248.98633430162,92340.83928323962,92919.58392277206,94227.82590794822,95464.03010511165,95315.58949888885,94824.47318895848,96036.70889293501,97134.16402193322,97798.66032180708,97377.20623284302,96561.74281099407,97467.47968667088,98099.56840146804,99946.1276303666,102416.14443846428,106679.69043506842,109948.32881520884,111430.36597534987,110420.87684119066,111933.91573411261,112988.37162277805,115368.68377028442,114957.79182795782,114199.5231219086
Female,38,127824.0,128052.4761904761,130006.85714285707,132416.95238095228,134743.33333333326,137662.0,145991.90476190468,149176.701537553,150304.2853970454,150510.21592154726,149239.02939791008,148067.89933110244,151235.17678386328,151902.19037819048,151963.48980754043,153610.37183664966,151211.24907225103,150051.15475611307,149768.0218332034,147765.05201106786,145693.0007473392,145608.8926382768,145128.9458940432,145491.39179195123,146556.4580395688,145607.42305807403,145587.47496947867,144689.40236707637,144000.72271099186,143342.66259584617,145460.45872157285,147643.1251810249,148902.68033910525,151042.9572832987,153437.91641786008,156944.39294034388,157189.5870176706,158788.43287756084,160953.94998470927,161946.18986947485
Male,53,87840.0,91602.19047619044,95236.19047619044,97894.38095238087,100202.57142857142,104164.85714285707,108056.66666666663,108554.03702587666,110221.84730499829,111753.552386252,111727.84719735626,110996.82677833189,112696.53154391068,114001.97972846308,114930.04887196148,114491.83393640627,113585.02161328685,114767.06105941968,115651.83371598701,117997.2390465491,121019.35576983122,126160.64765099762,130149.50015181403,131924.1468418652,130610.96833564185,132279.58562837023,133412.2283895319,136270.70960191722,135716.38496352802,134595.53861390182,136483.4074760537,135003.99887463366,135408.02405625884,135300.4412789652,133464.85554152963,132234.15974489824,133443.17285792044,133004.6143755035,133850.73129006446,134294.44056178106
Male,58,70162.0,71020.19047619044,74374.28571428565,78250.38095238087,80284.57142857142,84152.85714285707,87156.85714285707,90180.21579531781,92760.5081990798,94590.51359052041,97792.73966642247,101285.00609578945,101833.9083174257,103309.88770490904,104690.32526108607,104569.84017965707,103951.6164108845,105381.68159470864,106582.43008180909,107363.51113372504,106904.1934488425,106014.16460027461,107044.9617953065,107785.83129848982,109873.81333614021,112626.03042288544,117353.58662078563,121002.20068245527,122634.87039585545,121468.26909050546,123078.83377514183,124187.31863648581,126818.22052114626,126326.70811672081,125393.36395648503,127121.90906709708,125757.8088436321,126161.65977015608,126098.03825073523,124427.82780731563
Male,62,64576.0,63512.09523809522,63294.19047619044,63848.85714285707,66154.9523809523,67517.14285714283,70651.14285714283,73891.1899632818,75328.454587588,78498.89797610021,81127.50746325903,83860.81635435947,86272.22120530388,87966.66947202422,90917.1667510758,94085.39859304624,94660.18569506929,95999.14503253788,97260.46296677084,97114.51158290902,96597.6334946703,97847.60610099649,98964.97285504366,99651.23428939265,99218.3040375626,98385.32319458423,99314.2738690002,99964.68057648724,101856.53488886844,104382.20157891285,108736.93368588721,112081.42812729141,113594.16082549063,112552.14491095644,114085.67638407685,115153.28771651688,117582.49775116118,117154.7068629617,116363.45829092928,117962.92728200907
Female,61,70034.0,69076.19047619044,70404.28571428565,71440.38095238087,73768.38095238087,75138.57142857142,78270.4761904761,80511.29999320586,83555.17816081442,86226.31573256223,90048.87774767584,92223.18851051382,95366.53680917088,99564.86046060907,101790.71933127806,103003.15405753406,104404.51855244167,103536.03296411927,103644.8687044253,103953.43962754085,102610.24289225049,103823.6782641878,103315.26184103084,102484.69990409364,102524.45307780348,103346.47214728169,104379.12057702309,105257.4981273902,107001.30451938146,112623.44531157243,115138.1337358562,115894.7321848544,115899.08952261321,115257.6224514393,115095.04772181381,117376.47831056584,117801.60405893701,117872.12334850182,119031.26028005709,117563.55683304329
Female,8,92102.0,94378.0,97792.0,103930.09523809521,108020.09523809521,114076.0958022,114614.04019450468,116713.56003392683,119792.52715135246,122644.23236892224,119011.20905487129,115256.97478264023,115305.65014585681,116229.49206441581,114266.26013918204,113186.64645729001,113620.19881720161,113959.32906689364,114226.02869617738,114563.42316822345,114930.38089312607,115262.77598373799,115547.41239919601,115827.84902785585,116108.4666277692,116380.81289812105,116690.13606990207,117050.16343683387,117459.70941007689,117926.08683530067,118453.76198648661,119048.73214276743,119706.25800578925,120422.0208559825,121185.02180068681,122043.7838465031,122950.71027375512,123954.74490534468,124853.19770616601,125483.11752731004
Female,11,89178.0,88390.19047619044,87854.38095238087,92474.4761904761,94574.4761904761,97554.4761904761,102696.38095238087,106208.34592152383,111660.05636827022,112363.2465797888,114389.88673741488,117344.64592989202,120025.9118614496,116577.38408831166,113009.80397590663,113045.7585202769,113918.87702751781,112033.85468468905,111026.58701071504,111435.46178439067,111756.21140154169,112008.98387647881,112328.57391522665,112676.14596176762,112990.29440506583,113260.13637026686,113526.18219812524,113792.1373903641,114050.34476282028,114345.55603331266,114690.49498255926,115083.41111097444,115530.5869335572,116037.497779714,116608.84905322464,117239.12697860086,117925.164393894,118656.74165948501,119479.22806927824,120346.69334942507
Female,63,70498.0,68446.09523809521,68344.19047619044,67648.38095238087,69090.4761904761,70198.57142857142,72412.4761904761,73437.52027604527,76285.96261383561,78444.1451775496,81394.46995357663,83957.83133231587,87629.21399604506,89744.53014364281,92769.76400605644,96806.66649721342,98949.8987989682,100136.17860177427,101486.19390163603,100667.7952444861,100767.88264160446,101065.70301230543,99775.14827111008,100963.23504114622,100471.56476087205,99655.36791135266,99670.38495959883,100447.49225334787,101422.60142653962,102259.74520199146,103949.04325935265,109359.13698978201,111798.41075483525,112532.04542594525,112534.4284220084,111928.56538434749,111808.24974118362,114024.8108955868,114440.28575367382,114512.9139795801
Female,21,109348.0,108374.38095238087,103514.57142857142,99636.9523809523,98186.9523809523,97035.14285714283,97092.85714285707,97755.88086525405,97055.71512817199,99163.02754613965,99120.74770287122,98665.34278688388,97788.39212972902,100854.88388655183,102707.67013886885,104459.96852200167,107682.8574693038,110445.00642525146,114632.10420164204,115050.05423532707,116806.59186127987,119346.2006412014,120938.03162294344,118267.09916715928,115897.37878177362,115709.8034869387,116364.85726311998,114509.82183898386,114064.51503553205,114323.00079177307,114530.1588196104,114688.46752318149,114902.68496264544,115141.54742936784,115357.08572085568,115535.80987523826,115717.23517151042,115898.53378780604,116078.91660399125,116304.84567853707
Female,32,161470.0,166530.76190476184,168539.33333333326,169496.28571428565,168287.14285714284,164825.61904761902,166783.61904761902,167511.53569234128,167617.33048888785,169673.93037372245,166493.82897983445,164816.29120855028,164582.31734534865,162245.07344476267,159981.35120430347,159910.95064582885,159451.1599934607,159861.34452276363,161140.4565655235,160070.5957624102,160057.86734625703,159035.39719367225,158219.3288635594,157405.6929876305,159926.43115638,162456.90916411084,163971.32948923163,166558.8894462637,169403.59045596345,173564.48840139707,173890.45055892982,175766.2451977991,178322.35547587665,179543.4653051318,176771.4686463775,174762.699846867,174309.9109694415,174887.10763009186,172675.4311420549,172500.67975544624
Male,23,136464.0,132286.3809523809,128586.66666666663,126608.9523809523,122255.23809523805,122275.52380952382,122891.33333333327,122657.06644499506,125432.15021977329,125182.05352945022,124091.54155766663,125328.70313620086,125280.60242038363,124547.55462294786,123461.10975563148,126233.46043978704,128438.54852073369,131255.32161323482,134301.4217609114,137794.82213785348,141717.28519441985,141898.09865371743,144314.8503556123,146895.0982199025,148011.17016112024,145251.74705681423,143219.79272831584,142875.94857493427,143524.34961157793,141050.6599549512,140996.94621165967,141277.15793409545,141495.4837953269,141660.2676259029,141885.9205096415,142137.14263715802,142362.89385820742,142547.9400714268,142734.37047531302,142919.98533741303
Male,87,11564.0,11624.0,11990.0,12566.0,12790.0,13428.09523809523,14582.0,14431.312862034261,14926.35980739916,14927.51134890697,15290.288078166092,15824.20264067594,16440.481313971206,16583.683949002785,17300.99138477166,17742.056238100147,17775.82060273172,16286.738473850062,17417.542344505564,18991.4705772959,20268.315543023687,20602.061997941695,21871.957633106496,26844.489621139855,25320.52177503067,24703.503554500458,24755.498370922243,24836.562029355242,25178.290535142038,26039.401351786088,26663.93100088666,27931.27999209009,29325.223201999877,30133.25644431581,31601.182360987463,32803.05344641104,34078.26307106628,35347.25510842403,36289.71743549849,37765.633424516695
Male,25,156698.0,150452.57142857142,152457.14285714284,149563.5238095238,148887.80952380947,147678.0952380952,140939.80952380947,140260.1314664678,144342.78071956302,143971.28336496843,146355.48059953167,146479.63583632925,145235.77922610863,145964.95552607864,145595.23868841666,144660.50016826089,143684.6163772191,146503.06719818903,148887.1003784155,151488.6953824222,154515.06392244104,158108.7085404342,162147.89666459023,162338.71777246607,164732.59983282,167380.9202827714,168464.28519209183,165661.97108156868,163593.7785021896,163233.9052808109,163860.5785062916,161324.34399196826,161223.56139956444,161506.50816454002,161715.4714841892,161870.97994748165,162091.01364263022,162335.98849398983,162555.89287848727,162731.77697264744
Male,79,28590.0,28302.190476190437,28924.190476190437,29624.190476190437,30922.28571428566,30690.28571428566,31714.0,32206.47555432541,31980.352748857866,28912.019602765668,30667.653497359053,33100.10571011605,35030.79128677619,35291.001241084,37245.68409567721,45461.55579974342,42523.83722242786,41252.437075400616,41120.88981678401,41073.572192291824,41408.17476217461,42620.29829595123,43443.941782529844,45326.67972431866,47384.004092827614,48451.795578774676,50567.712784809264,52268.586881337425,54066.543158928216,55796.877228266465,57015.85999386964,59044.163670097456,61139.61617972843,61749.72544229163,62712.4047360435,63656.283485653286,63652.80011813864,63540.595899337655,64371.79521405404,65262.57072513063
Female,85,24644.0,23878.0,24862.0,25572.0,26990.0,26344.09523809522,26194.09523809522,26092.65621086608,25958.6632526214,27464.046340133413,27959.144725655427,28298.25724032424,29241.75002848867,29540.361202021402,29323.66404568767,27481.880403036805,29739.001410107845,32083.530804301437,33020.24374648722,33542.22644730963,35627.58927324385,42048.65742879449,40134.3589639485,39282.95387178445,39409.84777404841,38998.18162863602,39931.58699802864,40649.20281806981,41868.64419769005,42563.752314258265,44211.514943670845,45614.198331985834,47474.111863878075,49016.730218481796,51182.89148487302,52682.93035430364,54540.70526640248,56962.89318744743,58390.817683056026,59327.95656484041
Male,7,97968.0,103540.09523809521,108504.09523809521,113888.28571428565,118983.10333557142,120090.81466206664,123553.75393276184,126850.42735370209,128653.19032653121,124842.94371204921,121956.12497361586,121390.79655861041,122429.763414588,119266.02115722964,119273.3503297318,119741.60826781948,120107.25375563648,120395.99094883067,120758.56781270225,121153.28517749885,121510.39292750148,121816.77779632687,122118.80255206427,122418.48227036881,122712.62094609726,123042.57275324661,123427.8846416226,123864.33123034549,124361.88222717145,124923.48572662729,125558.90025991946,126260.95387818082,127024.26029987268,127837.25233801789,128754.82889844225,129722.85236888845,130794.77492500268,131754.38821633306,132427.16853000823,133005.21568884212
Female,79,36306.0,36006.0,35974.09523809522,37478.19047619044,38102.19047619044,38388.28571428565,39656.380952380874,39846.44253256665,39403.34117909364,36735.83501979369,39653.333306413086,42597.96473055349,43639.33181805006,44145.015733936634,46812.35803764124,55101.359064497854,52406.277290739105,51205.301433256405,51255.33404845182,50620.93976536685,51737.68761470606,52566.62742766163,54034.455437711644,54818.71168218523,56861.99857816204,58523.4504653391,60755.59311716149,62628.70289904045,65290.2365203558,67021.82894995183,69255.4094383608,72212.35513442085,73866.7671991474,74883.65099035527,75944.44497311281,75536.2617899288,75667.18772204308,76005.4354048986,75164.36716640308,76207.7069430894
Female,59,72090.0,72890.09523809521,75254.09523809521,76730.28571428565,80138.38095238087,82520.57142857142,85708.66666666663,88486.7320114806,92462.03752154685,94691.13935965605,97952.95964088624,102308.93266599684,104621.4697078068,105860.88662001585,107314.09172200706,106395.95558102246,106521.13063522609,106836.65903112847,105449.44699523319,106686.24754786005,106166.31919060662,105329.84167075783,105402.14743279084,106274.76444286807,107369.84352694286,108291.77531319426,110089.07609663263,115924.11077468327,118507.88560343803,119290.26972342082,119297.55545441504,118620.04366112706,118411.12772846845,120753.88945608246,121190.98926020923,121260.52671149583,122453.58120720883,120923.30924120164,120284.54998520305,120067.54005096108
Female,7,94594.0,98162.0,104206.09523809521,108482.09523809521,114622.0958022,115618.04019450468,117596.77747160947,120725.52945506404,123640.03502158684,119940.407061233,116113.18433116909,116164.92932975909,117108.3997293626,115116.4418457206,114008.90347597047,114452.50264053767,114798.37196925387,115071.07914207061,115415.25447947384,115789.5306305848,116128.55483703985,116419.47065086667,116704.72245091584,116990.76653062148,117268.53214905167,117583.39493259507,117949.01528658706,118364.69400333709,118838.0604583638,119373.53042560043,119977.30009042466,120645.08251453828,121371.9058025775,122146.80330687808,123019.21575350348,123940.84658726829,124961.36118013522,125875.04940449644,126516.05121954168,127065.62348268909
Female,45,119622.0,118942.09523809521,119228.38095238087,119952.66666666663,118867.42857142849,120343.80952380947,119908.0,119245.74750434386,119830.57202307205,121090.37500343684,122741.75433760526,123995.83033890027,126153.59039293902,133495.15387093404,136450.31638202484,137415.79641378968,137526.06757770863,136541.40851302567,135862.8750906586,138629.0517258188,139174.72718410566,139237.20262565027,140662.88049992945,138689.765254206,137780.59775701165,137508.89688103227,135754.72843416646,133887.85553698038,133818.06532014726,133375.19113778282,133708.97696745826,134631.4895607009,133786.26403186485,133789.11791865266,133007.42470291408,132423.3131026084,131876.40529409086,133723.34225868748,135639.42137300764,136724.0982750057
Female,24,152926.0,154584.57142857142,148882.95238095228,146615.33333333326,146783.71428571426,141563.90476190468,136703.71428571426,136728.1499621044,137012.96905111682,137553.97736074403,139066.60904289503,138061.13179298624,138538.6995333182,137756.99406230685,136967.30410276484,136002.9214336464,139102.5064526282,141681.95091733927,143527.8169566019,146745.9558882162,149948.66125714342,154708.9869604794,155129.68003836583,157202.01763127407,160100.68071683828,161671.36742970604,158531.5400983732,156096.73535004302,155702.51793892126,156399.84919416398,154016.7082436698,153699.4660582965,153979.89057027962,154183.76298645843,154332.79546020186,154548.08062123889,154795.75251078105,155015.09206560088,155187.14557166645,155362.07007079205
Male,13,93204.0,93434.09523809521,93250.19047619044,93540.38095238087,92290.28571428565,95614.4761904761,97856.66666666663,102815.51818012643,107072.44045644041,111217.04341746308,115683.94643808404,116195.32067335566,119387.67241809584,122374.18694238603,124000.65995014306,120538.48992532288,117935.32489560808,117437.98030341681,118372.4232298315,115473.01067275443,115487.84131396245,115904.16520637702,116232.69083431407,116491.12961740783,116817.04289062222,117172.51057281885,117494.44594875688,117770.14440209063,118042.46512423802,118313.9714556864,118581.27658287362,118883.74822160025,119238.27606969021,119642.31094070409,120102.02874537586,120621.89950187846,121209.31740949643,121857.67051296766,122562.0001901133,123310.74036970148
Male,6,103516.0,108654.0,114086.19047619044,119415.00809747621,120682.71942397142,124755.75393276184,127760.29876123804,129598.69108043268,125717.8804889535,122779.12842528266,122202.54066995202,123264.38636066609,120049.05205587548,120054.62479184987,120533.1232805564,120906.69264475086,121201.18042003503,121571.49021641465,121974.06837433486,122338.45816559886,122650.59134763567,122958.98087185106,123264.2587264041,123563.72877650204,123899.78779197787,124291.11346530807,124733.70845824704,125238.94640768909,125809.08986791942,126454.21684974668,127167.04756694261,127942.22506748827,128767.96691018858,129699.70420989885,130683.79333122009,131773.8735926725,132749.82732714247,133434.25457024187,134022.64442049508,134499.63420051907
Male,44,118664.0,118318.28571428565,118952.4761904761,121320.66666666663,123474.85714285707,125087.23809523805,124719.42857142849,123904.10043863361,125547.97234955308,126863.14562874447,129912.3843930557,133555.05818523024,139638.07169255364,144341.0639198995,146434.52373022164,144793.54283654242,146550.94252699602,147696.59492842245,151072.97648749745,150394.13093181024,148773.8990709532,151056.4244647976,149365.49091093265,149772.74083253104,149574.49534204527,147401.41758588544,146024.53877393442,147498.80952016482,147009.71255028248,148003.82158427092,148480.93624830485,147374.32401493946,147427.96505593165,146757.88584724945,145829.56643198602,145450.735533422,147419.46873108664,149316.1887728582,150660.17979168316,152604.73131721947
Male,37,134214.0,136916.76190476184,139367.71428571426,144135.14285714284,149004.0,156858.95238095228,162124.8571428571,164703.15856646636,162549.01808109606,164339.60609882887,165470.89247681183,169587.92422534584,168765.43861220643,166266.10796259006,169174.62029390424,167210.3085323412,167604.85021583922,167289.53381182416,164693.2318597691,163188.70331407545,165114.48266928148,164596.26587613128,165838.54807799644,166359.56445027905,165076.59826885088,165149.30989052908,164397.79241231224,163318.36440271244,162792.6548833495,165094.29851153243,167293.60416856685,168961.41315913264,171291.80427306448,174235.2588345926,177593.06585924188,177734.43184968765,179590.17884762964,181766.0832207771,182528.22549213725,180295.75140537787
Male,57,72290.0,75250.09523809521,79174.19047619044,81216.38095238087,84928.66666666663,88436.85714285707,91572.76190476186,94188.55687341628,96052.87454399402,99310.53537663387,102879.32912688845,103422.68686668744,104932.99287531809,106340.1938310579,106234.55254352305,105593.4275851447,107072.27434921745,108292.75280277609,109099.12840191188,108639.54893523702,107742.78689935865,108798.95347454365,109566.48205173561,111703.30109474188,114509.06682163446,119320.79437797968,123039.70006477443,124701.71010312162,123505.07756259185,125130.44778038528,126244.38736532463,128922.35195369321,128416.33672803166,127447.23197315368,129207.63421139304,127818.61897942625,128222.42896515844,128150.27987444289,126445.3369621899,125290.23435864368
Male,59,67266.0,68884.09523809521,70016.28571428565,73568.38095238087,77396.4761904761,79368.66666666663,82946.85714285707,85792.18504144586,88749.18241505008,91292.0946919448,93091.57325061501,96239.29269685542,99655.35762148883,100213.38102913409,101654.86599031425,103007.07845430064,102879.07820574146,102284.55677786426,103666.98000838488,104849.4343100607,105606.5658519594,105151.02108341946,104272.4454488917,105275.31239491841,105992.75271321711,108033.22574818725,110732.73589095246,115374.26234847464,118954.39427138967,120561.25355078687,119424.06083544722,121017.79822406205,122118.8591063559,124703.25846153063,124227.65338436989,123328.72848591018,125026.59610893688,123688.95118773468,124094.14445079751,124039.49197212249
Female,44,119424.0,119742.28571428565,120534.57142857142,119171.33333333327,120889.71428571425,121098.0,120186.38095238087,120835.6082128682,122131.35910021646,123836.01120108666,125122.38374289882,127316.14438046528,134796.98493467196,137786.15966362366,138766.12273923145,138886.8566201669,137874.71068283467,137149.160595642,139955.63527433152,140514.87239790248,140576.0308288356,142023.8636000998,140007.5473815219,139073.11995461362,138798.48346730444,137017.59515828302,135126.71391945984,135054.45404812368,134607.83491058028,134943.88621601503,135880.72784742585,135024.1281015795,135024.2885971233,134229.7125603088,133634.61216062825,133075.68704769586,134950.8700055673,136894.95701654028,137998.30816160102,139866.07376713306
Female,49,106084.0,110972.09523809521,114128.09523809521,115876.38095238087,117950.57142857142,116734.66666666663,117080.85714285707,117430.58959822803,115900.05697777263,117201.35545199944,116708.41024005762,115951.92719813381,116335.72778528405,117465.82298809622,118931.82299272722,120076.72219650264,122126.09564387088,129010.08524063145,131873.81991863265,132786.772014004,132857.890078624,131971.07730876683,131455.48005304683,134096.88797832828,134606.1202751613,134668.59047562146,136023.64886115358,134187.87750479404,133363.42523124843,133101.99082195165,131435.7822077496,129645.86266799146,129585.1508245712,129156.97298418009,129483.9999905088,130361.16519968706,129554.1781421573,129567.44744536486,128827.8243097844,128281.25311639004
Female,18,94342.0,91438.0,90534.19047619044,90816.28571428565,92822.38095238087,92508.38095238087,91584.38095238087,92556.90159799944,92179.80032929222,90956.24562519707,95063.89003072525,96556.61383165445,98854.50008072422,103130.35393744663,106281.04371602245,111178.90467009749,111757.57183293208,113641.57228194267,116371.54846756448,118632.55283183142,115578.0112553759,112473.81349499384,112471.66625962789,113245.25564530419,111490.09194979884,110656.82969840267,111010.25714029762,111290.53259923021,111510.40955335129,111790.49043050464,112096.19891034806,112373.92547804763,112610.08632780329,112845.35245805763,113080.01528770167,113310.34568243408,113576.87164515385,113892.24534367482,114255.25787893245,114667.44540134887
Female,83,28774.0,29258.0,30722.0,30254.09523809522,29934.09523809522,29800.09523809522,29638.190476190437,31303.63613760288,31801.408941119487,32123.53854124148,33139.60061542207,33403.93308081226,33106.00079554749,30962.746321256807,33475.555357488876,36050.80673835369,37031.62168708823,37554.28471224685,39859.682403577004,46986.586335179076,44779.91551593281,43798.54655155269,43897.91899499727,43405.90069949567,44409.09170859541,45168.78740074846,46482.842039267634,47212.95884306521,49010.12302839502,50513.81994841241,52517.951035831604,54187.307675194876,56540.64196942921,58130.618683721885,60132.7396325264,62757.00258376704,64273.993536632006,65242.726908090626,66239.28727999225,65973.39893435329
Female,6,98208.0,104748.09523809521,108560.09523809521,115012.0958022,116212.04019450468,118568.77747160947,121553.9665197047,124534.00490595962,120763.65084633924,116863.77425013387,116920.01923302744,117885.34474021706,115864.02776354246,114727.57407671161,115181.17701452848,115534.17794244268,115813.04565729141,116164.18883872865,116546.23249107489,116892.34420225566,117188.764906071,117479.70428296688,117771.46918214789,118054.3796325216,118374.58378371321,118745.81146834881,119167.85700519002,119647.52737208804,120190.67660759467,120803.38525661969,121481.12335867927,122218.96069298967,123005.59952701986,123891.55014278358,124828.02054153106,125865.68179763721,126794.78128063629,127446.64683715481,128005.9410667955,128459.82767584203
Female,88,18542.0,18724.0,18584.09523809523,18484.09523809523,17904.09523809523,18720.09523809523,19506.09523809523,20309.046518687668,19823.5154324035,19726.095269396483,19737.791461780922,19704.074064182485,20924.711339861402,21388.082084775066,21732.532112285433,22534.625184695207,22860.696602926684,22761.43920655043,21409.383574649662,23230.69640827326,25152.94565186703,25981.88023684787,26480.796316853484,28169.263483556697,33329.10923593788,31904.22513914563,31279.190641278896,31443.041689740043,31167.043691945084,31964.40249630105,32605.106478093403,33644.53889369347,34266.492978601826,35641.87538628066,36860.19056497468,38443.64931957664,39760.62034396846,41580.175324940894,42900.88323887408,44492.02522979622
Male,11,92996.0,92844.19047619044,91452.09523809521,94960.28571428565,97892.57142857142,103334.66666666663,107822.4761904761,112088.79091877725,116665.36482393547,117207.87587894486,120485.2031655172,123558.26503312806,125236.04409062045,121671.75284666385,118983.85838308024,118465.4018363952,119428.59657141325,116451.91519392308,116465.44752689969,116896.95041514168,117236.43441256805,117503.59809989728,117840.50772147882,118207.50075525907,118539.66927673385,118824.30869616281,119105.35643971502,119385.12152103009,119660.27892751989,119970.55458731207,120334.034771153,120747.44710870658,121218.04535740631,121749.8810523709,122351.18798039388,123014.82219744804,123736.51400024266,124503.70257245367,125368.46372630526,126279.92200127101
Male,42,120862.0,122578.19047619044,124766.38095238087,126624.76190476186,127117.23809523805,126931.71428571425,128758.28571428565,130224.29154803787,133533.04970646824,137384.32447326527,143780.06023137987,148700.74684846977,150907.06964445524,149155.33795017906,150934.51346406603,152083.79316090743,155632.13703984086,154917.8905098894,153115.5143100422,155536.6512074584,153779.7016794352,154187.95094477883,153964.96327966548,151687.89170750885,150273.21224167722,151844.95185469047,151345.83918354881,152393.99888859625,152883.78842000564,151731.93647676706,151784.46178287262,151090.43342645204,150121.66225283666,149708.66750490683,151755.79735809687,153726.4771615774,155144.3408501113,157180.61755319368,159765.01123444742,162732.03152600426
Male,5,108654.0,114308.19047619044,119923.00809747621,121016.71942397142,125249.75393276183,128908.29876123804,130503.71428571425,126552.87843601347,123556.10871154946,122969.40297514589,124051.97748661786,120784.41412396124,120788.83447916321,121278.80644837569,121660.44240481441,121961.9460406296,122339.93340553387,122750.77102427963,123122.97796186648,123441.56549836742,123755.75539125319,124067.45063743266,124372.7792980358,124714.2023401722,125111.37914067786,125560.69165940103,126072.9770636062,126650.9675118171,127305.27880065289,128028.644589778,128815.47791657409,129653.83221601168,130599.9030386034,131599.68171782885,132708.297261203,133700.7857472424,134397.15544058688,134996.2259095092,135482.14232884598,135856.16264719388
Male,41,123812.0,125594.19047619044,127628.57142857142,128115.0476190476,128159.52380952382,130464.28571428565,131997.04761904763,135457.45599394006,139428.37457751128,146004.46751794225,151042.1113991684,153308.93200722503,151490.9837280393,153280.10910561064,154429.72666556266,158077.25190415143,157343.69755865383,155433.86408839317,157935.87999355586,156141.8501724758,156549.5957547747,156311.9656327155,153978.36828137943,152542.91066780483,154172.13931663445,153667.40614137787,154747.6966821952,155243.4719835132,154065.99138731748,154120.2230801259,153413.37091712083,152423.134613632,151991.3585629978,154083.34399726643,156095.9327047183,157556.12662361603,159643.92303326703,162291.5744814286,165327.97981909788,165441.18439907147
Female,56,78566.0,82102.09523809521,84436.28571428565,87860.4761904761,90966.85714285707,95426.9523809523,97872.85714285707,101316.99265451328,105908.61107223883,108353.2998255817,109642.63567538404,111181.16449858845,110182.70563371878,110347.32045232748,110674.68372265424,109230.36115000799,110496.04512447584,109966.7299840557,109131.32068706022,109274.61789931286,110218.2249062109,111414.68672881465,112400.36145800281,114275.68572431087,120434.76019759946,123115.12992438787,123936.67122704408,123953.19450902267,123217.98062257149,122932.03177036445,125370.09901146409,125828.71005390605,125895.19971217126,127138.61871137284,125514.08175305049,124820.02537291948,124586.103993292,123072.7663871182,121422.24703179923,121387.04570089266
Female,46,117466.0,119016.19047619044,118248.28571428565,118590.57142857142,119556.85714285707,118385.61904761902,119467.80952380947,119003.43991248327,118315.20979482107,118842.68503437446,120068.39949501061,121670.08474321122,122892.80563192727,125020.89531823123,132236.42448232305,135165.75384110946,136115.53064423727,136213.5544441189,135256.66522725188,134621.96038995637,137353.44125307776,137888.8499183165,137952.28502279887,139357.66316361824,137423.24605194107,136536.55039693328,136267.32229820103,134536.83097099848,132690.8802022271,132623.42503931266,132184.99275048746,132516.27209917764,133425.92515483004,132591.00589090306,132596.7652163411,131826.52390730163,131252.4011657959,130717.14372217847,132539.07613269647,134430.73322336725
